date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:01	20406/20406	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Jun%202017%2019:15:48%20GMT	https://atixscripts.info/demo/html/businessz/style.css	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/style.css	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:02	51537/51537	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:26:49%20GMT	https://atixscripts.info/demo/html/businessz/index2.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/index2.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:03	50763/50763	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:26:59%20GMT	https://atixscripts.info/demo/html/businessz/index3.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/index3.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:04	19165/19165	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:25:12%20GMT	https://atixscripts.info/demo/html/businessz/about.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/about.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:05	21598/21598	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:25:34%20GMT	https://atixscripts.info/demo/html/businessz/about2.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/about2.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:06	14217/14217	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:27:09%20GMT	https://atixscripts.info/demo/html/businessz/portfolio-2-col.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/portfolio-2-col.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:07	14957/14957	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:27:17%20GMT	https://atixscripts.info/demo/html/businessz/portfolio-3-col.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/portfolio-3-col.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:08	14662/14662	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:27:25%20GMT	https://atixscripts.info/demo/html/businessz/portfolio-masonry.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/portfolio-masonry.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:09	13500/13500	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:27:33%20GMT	https://atixscripts.info/demo/html/businessz/portfolio-single.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/portfolio-single.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:10	21490/21490	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:27:41%20GMT	https://atixscripts.info/demo/html/businessz/services.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/services.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:11	19092/19092	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:27:51%20GMT	https://atixscripts.info/demo/html/businessz/services2.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/services2.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:12	19434/19434	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:25:46%20GMT	https://atixscripts.info/demo/html/businessz/blog-post.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/blog-post.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:13	20528/20528	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:26:05%20GMT	https://atixscripts.info/demo/html/businessz/blog-single.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/blog-single.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:14	21391/21391	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:27:59%20GMT	https://atixscripts.info/demo/html/businessz/team.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/team.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:15	14814/14814	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Jun%202017%2023:26:29%20GMT	https://atixscripts.info/demo/html/businessz/contactus.html	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/contactus.html	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:16	71/71	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:03%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/transparent.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/transparent.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:17	23526/23526	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:00%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/slide-1-light.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/slide-1-light.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:18	28327/28327	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:01%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/slide-1-tree.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/slide-1-tree.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:19	11367/11367	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:00%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/slide-1-pencel.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/slide-1-pencel.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:20	13018/13018	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:00%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/slide-1-rular.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/slide-1-rular.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:21	21990/21990	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:00%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/slide-1-clock.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/slide-1-clock.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:22	15506/15506	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:00%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/slide-1-leptop.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/slide-1-leptop.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:23	11092/11092	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:00%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/slide-1-cup.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/slide-1-cup.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:25	348949/348949	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:16:02%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/srv-img.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/srv-img.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:26	11002/11002	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:56%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-1.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-1.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:26	25857/25857	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:57%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-2.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-2.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:27	19002/19002	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:57%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-3.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-3.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:28	22829/22829	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:57%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-4.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-4.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:29	8704/8704	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:57%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-5.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-5.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:30	15010/15010	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:57%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-6.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/portfolio-3-col-6.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:31	28347/28347	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:52%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/blog-post-10.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/blog-post-10.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:32	22933/22933	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:52%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/blog-post-11.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/blog-post-11.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:33	23386/23386	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:52%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/blog-post-12.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/blog-post-12.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:34	4402/4402	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:15:54%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/client-1.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/client-1.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:35	4077/4077	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:15:54%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/client-2.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/client-2.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:36	4668/4668	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:15:54%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/client-3.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/client-3.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:37	5234/5234	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Jun%202017%2019:15:54%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/client-4.png	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/client-4.png	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:38	2532/2532	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:55%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-1.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-1.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:39	3318/3318	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:55%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-2.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-2.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:40	3952/3952	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:55%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-3.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-3.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:41	3609/3609	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:55%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-4.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-4.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:42	2242/2242	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:55%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-5.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-5.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:43	3296/3296	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:55%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-6.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-6.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:44	4554/4554	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:56%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-7.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-7.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:45	3572/3572	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Jun%202017%2019:15:56%20GMT	https://atixscripts.info/demo/html/businessz/assets/images/flickr-8.jpg	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/images/flickr-8.jpg	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:46	97163/97163	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:05%20GMT	https://atixscripts.info/demo/html/businessz/assets/js/jquery-1.12.4.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/js/jquery-1.12.4.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:48	427878/427878	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:06%20GMT	https://atixscripts.info/demo/html/businessz/assets/js/lib.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/js/lib.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:48	107534/107534	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:14%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/jquery.themepunch.tools.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/jquery.themepunch.tools.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:49	63323/63323	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:13%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/jquery.themepunch.revolution.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/jquery.themepunch.revolution.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:50	8866/8866	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.actions.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.actions.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:51	7607/7607	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.carousel.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:52	3702/3702	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:53	54044/54044	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:54	6110/6110	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.migration.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.migration.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:55	25903/25903	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.navigation.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:56	10679/10679	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.parallax.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:57	28285/28285	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:58	23903/23903	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Jun%202017%2019:16:16%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.video.min.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/js/extensions/revolution.extension.video.min.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:24:59	18355/18355	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Jun%202017%2023:31:37%20GMT	https://atixscripts.info/demo/html/businessz/assets/js/functions.js	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/js/functions.js	(from https://atixscripts.info/demo/html/businessz/index.html)
11:25:00	12136/12136	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Jun%202017%2019:16:14%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons.eot?5510888	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons90c6.eot	(from https://atixscripts.info/demo/html/businessz/assets/revolution/css/settings.css)
11:25:01	7536/7536	---M--	200	added ('OK')	application/font-woff	date:Wed,%2007%20Jun%202017%2019:16:14%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons.woff?5510888	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons90c6.woff	(from https://atixscripts.info/demo/html/businessz/assets/revolution/css/settings.css)
11:25:02	11968/11968	---M-Z	200	added ('OK')	application/x-font-ttf	date:Wed,%2007%20Jun%202017%2019:16:14%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons.ttf?5510888	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons90c6.ttf	(from https://atixscripts.info/demo/html/businessz/assets/revolution/css/settings.css)
11:25:03	13691/13691	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Jun%202017%2019:16:14%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons.svg?5510888	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/fonts/revicons/revicons90c6.svg	(from https://atixscripts.info/demo/html/businessz/assets/revolution/css/settings.css)
11:25:04	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202023%2004:25:04%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/css/openhand.cur	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/css/openhand.cur	(from https://atixscripts.info/demo/html/businessz/assets/revolution/css/settings.css)
11:25:05	708/708	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Apr%202023%2004:25:05%20GMT	https://atixscripts.info/demo/html/businessz/assets/revolution/css/closedhand.cur	/Users/gerianoadikaputra/Programs/httrack/bussinez/atixscripts.info/demo/html/businessz/assets/revolution/css/closedhand.cur	(from https://atixscripts.info/demo/html/businessz/assets/revolution/css/settings.css)
